x_position,y_position,x_velocity,y_velocity,angle,angular_velocity,action,episode_reward,score
-0.31317025423049927,1.3950392007827759,-0.9594466090202332,-0.13700444996356964,0.669642448425293,0.894546627998352,1,-84.83674165868152,-84.83674165868152
-0.3224809169769287,1.3922159671783447,-0.9678107500076294,-0.14572547376155853,0.7167006134986877,0.9411647915840149,1,-90.45844980655778,-90.45844980655778
-0.33184558153152466,1.3892561197280884,-0.9729650616645813,-0.15370112657546997,0.7654283046722412,0.9745551943778992,1,-95.91855426269134,-95.91855426269134
-0.34128838777542114,1.386122465133667,-0.9809940457344055,-0.1639033406972885,0.8168371915817261,1.0281785726547241,1,-101.96364659689254,-101.96364659689254
-0.35078874230384827,1.3828394412994385,-0.9860547184944153,-0.1727348417043686,0.8701619505882263,1.0664961338043213,1,-107.88577044317177,-107.88577044317177
-0.3603498935699463,1.3794221878051758,-0.9909990429878235,-0.1808808147907257,0.9252070784568787,1.1009035110473633,1,-113.95785853869194,-113.95785853869194
-0.36998653411865234,1.375821590423584,-0.9976837038993835,-0.19180907309055328,0.9830268025398254,1.1563957929611206,1,-120.52702191213294,-120.52702191213294
-0.37968891859054565,1.3720401525497437,-1.0027744770050049,-0.202596053481102,1.0434173345565796,1.2078124284744263,1,-127.19474206654138,-127.19474206654138
-0.389453262090683,1.3681137561798096,-1.006618618965149,-0.21138325333595276,1.1056231260299683,1.2441173791885376,1,-133.88498189456848,-133.88498189456848
-0.3992747664451599,1.3640234470367432,-1.0096652507781982,-0.22113002836704254,1.1699028015136719,1.2855955362319946,1,-140.72468776402354,-140.72468776402354
-0.4091590344905853,1.359734058380127,-1.0130589008331299,-0.23287400603294373,1.2369952201843262,1.3418532609939575,1,-147.92229352165103,-147.92229352165103
-0.419116735458374,1.355251431465149,-1.0168397426605225,-0.24423819780349731,1.3068122863769531,1.3963426351547241,1,-155.42386708480348,-155.42386708480348
-0.4291380047798157,1.3505785465240479,-1.0189409255981445,-0.25521716475486755,1.3791276216506958,1.4463106393814087,1,-163.00494485124963,-163.00494485124963
-0.43921011686325073,1.345731258392334,-1.0190799236297607,-0.2649807631969452,1.4534261226654053,1.4859740734100342,1,-170.5671020869338,-170.5671020869338
-0.4493422508239746,1.3406811952590942,-1.0196573734283447,-0.276145339012146,1.5302635431289673,1.5367532968521118,1,-178.46179033557806,-178.46179033557806
-0.4595387578010559,1.3354101181030273,-1.0200406312942505,-0.28807613253593445,1.609932780265808,1.593389630317688,1,-186.6425204211933,-186.6425204211933
-0.4697861671447754,1.3299474716186523,-1.0184824466705322,-0.2977738082408905,1.691599726676941,1.6333469152450562,1,-194.77888884901606,-194.77888884901606
-0.4800788462162018,1.3242852687835693,-1.015901803970337,-0.30746644735336304,1.7752996683120728,1.6740061044692993,1,-203.02162034956865,-203.02162034956865
-0.49041932821273804,1.3184034824371338,-1.0130915641784668,-0.31776759028434753,1.861282467842102,1.7196630239486694,1,-211.48902513289696,-211.48902513289696
-0.5008128881454468,1.3123044967651367,-1.0104893445968628,-0.3272589445114136,1.949243187904358,1.7592207193374634,1,-220.1511621574101,-220.1511621574101
-0.5112456679344177,1.3059896230697632,-1.0063049793243408,-0.3360680639743805,2.0390465259552,1.7960748672485352,1,-228.82635980937746,-228.82635980937746
-0.5217081308364868,1.299398422241211,-1.0004088878631592,-0.3475906550884247,2.131767988204956,1.854439377784729,1,-237.7148674715226,-237.7148674715226
-0.5321943163871765,1.2925255298614502,-0.993697464466095,-0.35855361819267273,2.227285385131836,1.9103574752807617,1,-246.78822596006316,-246.78822596006316
-0.5426989793777466,1.285379409790039,-0.9865416288375854,-0.36816489696502686,2.325214385986328,1.958595871925354,1,-256.0151845225355,-256.0151845225355
-0.553207516670227,1.2779695987701416,-0.9781533479690552,-0.3764668107032776,2.4253406524658203,2.0025415420532227,1,-265.2994385446967,-265.2994385446967
-0.5637016892433167,1.2702664136886597,-0.9678435325622559,-0.3854747414588928,2.5281338691711426,2.0558879375457764,1,-274.6929376446526,-274.6929376446526
-0.5741950869560242,1.2622956037521362,-0.9600293040275574,-0.3921421766281128,2.6326589584350586,2.09051775932312,1,-284.4031701349306,-284.4031701349306
-0.5846560001373291,1.254032015800476,-0.9491259455680847,-0.39939039945602417,2.7395646572113037,2.1381306648254395,1,-294.08114283485986,-294.08114283485986
-0.5950673818588257,1.2454817295074463,-0.9372857213020325,-0.40553006529808044,2.848846197128296,2.1856484413146973,1,-303.86239214640955,-303.86239214640955
-0.605417013168335,1.2366278171539307,-0.9251424670219421,-0.4116343557834625,2.960563898086548,2.234375476837158,1,-313.8510174770364,-313.8510174770364
-0.6157171130180359,1.2275012731552124,-0.9161883592605591,-0.4155685305595398,3.073918104171753,2.267103910446167,1,-324.2004969016209,-324.2004969016209
-0.6259399652481079,1.2181004285812378,-0.9054678678512573,-0.41907933354377747,3.1892786026000977,2.3072290420532227,1,-334.5627335735103,-334.5627335735103
-0.6360858082771301,1.2084380388259888,-0.8966693878173828,-0.4215540587902069,3.306300640106201,2.3404650688171387,1,-345.21310992394694,-345.21310992394694
-0.6461409330368042,1.1985106468200684,-0.8881705403327942,-0.4239039421081543,3.424975633621216,2.3735289573669434,1,-356.0397361963412,-356.0397361963412
-0.6560993194580078,1.188331127166748,-0.8809957504272461,-0.42559492588043213,3.5451436042785645,2.4033875465393066,1,-367.096302872498,-367.096302872498
-0.6659340858459473,1.1779183149337769,-0.8726118206977844,-0.42634832859039307,3.6672046184539795,2.4412522315979004,1,-378.181878730104,-378.181878730104
-0.6756216287612915,1.1673097610473633,-0.8634096384048462,-0.4253593683242798,3.791670083999634,2.4893391132354736,1,-389.3489071009975,-389.3489071009975
-0.6851616501808167,1.1564960479736328,-0.8566912412643433,-0.4252397418022156,3.9180078506469727,2.5267884731292725,1,-400.9540790961946,-400.9540790961946
-0.6945353150367737,1.1455150842666626,-0.8498334884643555,-0.4237390160560608,4.046640396118164,2.572676181793213,1,-412.70650872049964,-412.70650872049964
-0.7037453055381775,1.1343797445297241,-0.8455373048782349,-0.4225289523601532,4.177208423614502,2.611412525177002,1,-424.88715995520226,-424.88715995520226
-0.7127825021743774,1.1231223344802856,-0.842174232006073,-0.4207281470298767,4.309865474700928,2.6531763076782227,1,-437.32831038220047,-437.32831038220047
-0.7216387987136841,1.1118004322052002,-0.839542031288147,-0.41718143224716187,4.44511604309082,2.707022190093994,1,-450.01514312261145,-450.01514312261145
-0.7303205132484436,1.1004242897033691,-0.839539647102356,-0.4147932827472687,4.582546710968018,2.750985622406006,1,-463.2072810822124,-463.2072810822124
-0.7388213872909546,1.0890525579452515,-0.8403393626213074,-0.4109809994697571,4.722753047943115,2.806642532348633,1,-476.6908855390245,-476.6908855390245
-0.7471481561660767,1.0777170658111572,-0.8431599736213684,-0.4076249301433563,4.865620136260986,2.8599801063537598,1,-490.6506087963613,-490.6506087963613
-0.7553024291992188,1.0664275884628296,-0.8468869924545288,-0.4062809646129608,5.010479927062988,2.899928569793701,1,-504.9874597260962,-504.9874597260962
-0.7633009552955627,1.0552445650100708,-0.8526790738105774,-0.4040822684764862,5.157805919647217,2.949373245239258,1,-519.7344218637593,-519.7344218637593
-0.7711588740348816,1.044210433959961,-0.8598820567131042,-0.40225687623023987,5.307625770568848,2.999368667602539,1,-534.8931736143559,-534.8931736143559
-0.7788828611373901,1.0333319902420044,-0.8665340542793274,-0.40288668870925903,5.4591264724731445,3.0331130027770996,1,-550.2927091006028,-550.2927091006028
-0.7865207195281982,1.0226582288742065,-0.8768895864486694,-0.40320873260498047,5.6129231452941895,3.079143524169922,1,-566.269294067983,-566.269294067983
-0.7940815091133118,1.0121910572052002,-0.885540783405304,-0.4058799743652344,5.768234729766846,3.109530210494995,1,-582.3653058754893,-582.3653058754893
-0.8015981316566467,1.0019476413726807,-0.8947259187698364,-0.4096149206161499,5.925012588500977,3.1389262676239014,1,-598.7275767919368,-598.7275767919368
-0.8091017603874207,0.9919431209564209,-0.9037463068962097,-0.4142444431781769,6.083174228668213,3.16670560836792,1,-615.2799172166069,-615.2799172166069
-0.8166245818138123,0.9821890592575073,-0.9122474789619446,-0.4195385277271271,6.242637634277344,3.1928107738494873,1,-631.9750058846323,-631.9750058846323
-0.8242295980453491,0.9726836085319519,-0.9237394332885742,-0.42573282122612,6.404042720794678,3.231759548187256,1,-649.2093113868384,-649.2093113868384
-0.8319389820098877,0.9634153246879578,-0.9328096508979797,-0.43290945887565613,6.567013740539551,3.2631583213806152,1,-666.4577422047812,-666.4577422047812
-0.8398101329803467,0.9543473124504089,-0.9437305331230164,-0.44184255599975586,6.732163906097412,3.3068861961364746,1,-684.2036791136381,-684.2036791136381
-0.8478487730026245,0.9454554915428162,-0.9500819444656372,-0.4512282907962799,6.898844242095947,3.3376102447509766,1,-701.7456138814096,-701.7456138814096
-0.8561078906059265,0.9366878867149353,-0.9577967524528503,-0.4621333181858063,7.067745208740234,3.3821730613708496,1,-719.7367798765398,-719.7367798765398
-0.8645925521850586,0.9280104041099548,-0.9612215161323547,-0.472787469625473,7.238321304321289,3.415785312652588,1,-737.5365676528754,-737.5365676528754
-0.8733495473861694,0.9193439483642578,-0.9658013582229614,-0.4853383004665375,7.411448955535889,3.4669864177703857,1,-755.8170084420723,-755.8170084420723
-0.8823872208595276,0.9106394648551941,-0.9672975540161133,-0.4973031282424927,7.586791515350342,3.511439085006714,1,-774.0543909225946,-774.0543909225946
-0.8917192816734314,0.9018096327781677,-0.9671778678894043,-0.5103804469108582,7.764799118041992,3.5649254322052,1,-792.5004629256165,-792.5004629256165
-0.9013465642929077,0.892780065536499,-0.9646838307380676,-0.5232088565826416,7.945455551147461,3.618086338043213,1,-811.0230761781506,-811.0230761781506
-0.9112541079521179,0.8834744691848755,-0.959199070930481,-0.5353674292564392,8.128677368164062,3.6694419384002686,1,-829.5371683168541,-829.5371683168541
-0.9214266538619995,0.8738638758659363,-0.9523483514785767,-0.5438738465309143,8.31332778930664,3.698120594024658,1,-847.9229409384054,-847.9229409384054
-0.9318367838859558,0.8638660311698914,-0.9441426396369934,-0.5519534349441528,8.499536514282227,3.7293992042541504,1,-866.3430931081941,-866.3430931081941
-0.942439079284668,0.8533925414085388,-0.9336435198783875,-0.5602551102638245,8.687776565551758,3.7701969146728516,1,-884.7910149584322,-884.7910149584322
-0.953201413154602,0.8423916101455688,-0.9239314198493958,-0.5668095946311951,8.87758731842041,3.8017075061798096,1,-903.3804228139002,-903.3804228139002
-0.9640710353851318,0.8308330774307251,-0.9141656160354614,-0.5713526606559753,9.06865406036377,3.826937437057495,1,-921.9849221356283,-921.9849221356283
-0.9749689698219299,0.8186787366867065,-0.9020067453384399,-0.5751354694366455,9.261438369750977,3.861422061920166,1,-940.50966169513,-940.50966169513
-0.9858222007751465,0.8059175610542297,-0.8890467882156372,-0.5774824619293213,9.456117630004883,3.8994193077087402,1,-959.0663498762067,-959.0663498762067
-0.9965695142745972,0.7925501465797424,-0.8774312734603882,-0.5786980986595154,9.652546882629395,3.9345791339874268,1,-977.8315375182237,-977.8315375182237
-1.0071622133255005,0.7786218523979187,-0.8689517974853516,-0.5778748393058777,9.850391387939453,3.9630513191223145,1,-1077.8315375182237,-1077.8315375182237
0.015127849765121937,1.4279624223709106,0.7650841474533081,0.37698471546173096,-0.017332900315523148,-0.1715165376663208,0,-1.4698313326160815,-1.4698313326160815
0.022692298516631126,1.43635094165802,0.7651112079620361,0.372701495885849,-0.025903036817908287,-0.1714187115430832,0,-2.989589721648258,-2.989589721648258
0.030256938189268112,1.4446433782577515,0.7651363611221313,0.36837273836135864,-0.0344720296561718,-0.17139606177806854,0,-4.503077924660204,-4.503077924660204
0.03782186657190323,1.4528393745422363,0.765161395072937,0.3640451729297638,-0.04303967207670212,-0.17136850953102112,0,-6.012412751971112,-6.012412751971112
0.04538717120885849,1.4609391689300537,0.7651865482330322,0.35971832275390625,-0.05160590633749962,-0.17134061455726624,0,-7.517566372147257,-7.517566372147257
0.05295276641845703,1.4689427614212036,0.7652115225791931,0.35539138317108154,-0.06017077714204788,-0.17131337523460388,0,-9.0184260775535,-9.0184260775535
0.060518644750118256,1.4768500328063965,0.7652363777160645,0.35106414556503296,-0.06873428821563721,-0.1712857484817505,0,-10.514940024322186,-10.514940024322186
0.06808481365442276,1.4846608638763428,0.7652610540390015,0.3467366397380829,-0.07729639112949371,-0.1712583303451538,0,-12.007044392219512,-12.007044392219512
0.07565136253833771,1.4923754930496216,0.7652856111526489,0.3424089252948761,-0.08585715293884277,-0.1712309718132019,0,-13.494729923183655,-13.494729923183655
0.08321819454431534,1.4999940395355225,0.7653099298477173,0.3380809426307678,-0.094416543841362,-0.17120371758937836,0,-14.977962887365152,-14.977962887365152
0.09078540652990341,1.5075160264968872,0.7653341889381409,0.33375272154808044,-0.10297457128763199,-0.17117653787136078,0,-16.456683941289384,-16.456683941289384
0.09835290908813477,1.514941930770874,0.7653582692146301,0.32942429184913635,-0.11153127253055573,-0.17114950716495514,0,-17.93089305162141,-17.93089305162141
0.1059206947684288,1.5222715139389038,0.7653821110725403,0.32509559392929077,-0.12008661031723022,-0.17112253606319427,0,-19.400516736573252,-19.400516736573252
0.11348886787891388,1.5295045375823975,0.7654057741165161,0.3207666575908661,-0.12864062190055847,-0.17109565436840057,0,-20.865540155100575,-20.865540155100575
0.1210574135184288,1.5366415977478027,0.7654292583465576,0.3164375126361847,-0.13719327747821808,-0.17106886208057404,0,-22.325951482593524,-22.325951482593524
0.12862634658813477,1.5436820983886719,0.7654525637626648,0.3121081292629242,-0.14574460685253143,-0.17104214429855347,0,-23.781710787697506,-23.781710787697506
0.136195570230484,1.5506263971328735,0.7654756307601929,0.3077785074710846,-0.15429461002349854,-0.17101556062698364,0,-25.232796317536327,-25.232796317536327
0.14376506209373474,1.5574742555618286,0.7654985785484314,0.3034486770629883,-0.16284328699111938,-0.1709890514612198,0,-26.679181432297497,-26.679181432297497
0.1513349562883377,1.5642257928848267,0.7655212879180908,0.29911860823631287,-0.17139066755771637,-0.17096267640590668,0,-28.12085455026255,-28.12085455026255
0.15890531241893768,1.5708811283111572,0.7655437588691711,0.29478830099105835,-0.1799367070198059,-0.17093637585639954,0,-29.557791752647574,-29.557791752647574
0.16647586226463318,1.5774400234222412,0.7655659914016724,0.29045775532722473,-0.1884814351797104,-0.17091014981269836,0,-30.98996673851167,-30.98996673851167
0.17404699325561523,1.5839025974273682,0.765588104724884,0.2861270308494568,-0.1970248818397522,-0.17088410258293152,0,-32.41738539098378,-32.41738539098378
0.18161830306053162,1.590268850326538,0.765609860420227,0.28179606795310974,-0.20556703209877014,-0.17085807025432587,0,-33.84000282162441,-33.84000282162441
0.1891901046037674,1.5965386629104614,0.7656314373016357,0.277464896440506,-0.21410787105560303,-0.17083217203617096,0,-35.25781142680114,-35.25781142680114
0.1967543661594391,1.6027038097381592,0.7652651071548462,0.2727026343345642,-0.22305011749267578,-0.17885006964206696,0,-36.65918292914108,-36.65918292914108
0.20432348549365997,1.6087603569030762,0.7653490304946899,0.2678770124912262,-0.23159001767635345,-0.17079821228981018,0,-38.05516578976,-38.05516578976
0.21189279854297638,1.6147205829620361,0.7653469443321228,0.2635510265827179,-0.24012987315654755,-0.17079715430736542,0,-39.45511596313497,-39.45511596313497
0.21946220099925995,1.620584487915039,0.7653448581695557,0.2592250406742096,-0.24866966903209686,-0.17079627513885498,0,-40.850368112852436,-40.850368112852436
0.22703170776367188,1.6263521909713745,0.765342652797699,0.2548990845680237,-0.2572094202041626,-0.17079542577266693,0,-42.24090705289075,-42.24090705289075
0.23460149765014648,1.632023811340332,0.7653404474258423,0.25057312846183777,-0.26574915647506714,-0.17079494893550873,0,-43.62675004451097,-43.62675004451097
0.2421714812517166,1.6375988721847534,0.7653380632400513,0.24624721705913544,-0.2742888331413269,-0.17079414427280426,0,-45.00784798535881,-45.00784798535881
0.2497415542602539,1.6430777311325073,0.7653356194496155,0.24192127585411072,-0.2828284800052643,-0.17079326510429382,0,-46.38422022003448,-46.38422022003448
0.2573118209838867,1.6484605073928833,0.7653331160545349,0.23759537935256958,-0.2913680374622345,-0.17079190909862518,0,-47.75587328115353,-47.75587328115353
0.26488226652145386,1.6537468433380127,0.7653304934501648,0.23326949775218964,-0.2999075949192047,-0.1707908809185028,0,-49.12277520412664,-49.12277520412664
0.27245283126831055,1.6589369773864746,0.7653278112411499,0.2289436310529709,-0.30844706296920776,-0.17079001665115356,0,-50.484946183189436,-50.484946183189436
